Job Title,Company Name,Location,Job Link,Job Description,Tech Stack
Data Engineer,iO Associates - UK/EU,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-io-associates-uk-eu-4126498543,"Data Engineer (AWS) 6 months (Extension or conversion to full-time possible) Remote role, But the candidates must reside in Bangalore, Chennai, Gurgaon, Pune, or Mumbai About the Role We seek an experienced Data Engineer (AWS) to join our client. In this role, you will design, implement, and maintain scalable data analytics solutions on the AWS platform. You'll work closely with cross-functional teams to optimise data pipelines, ensure data quality, and address complex business challenges. Skills & Qualifications Minimum 3+ years of experience with AWS data technologies (e.g., Redshift, Glue, Kinesis). Strong knowledge of ETL processes, data modelling, and data governance. Proficiency in Python and SQL for data manipulation. Familiarity with data security and compliance standards. AWS certifications (e.g., Solutions Architect Associate) are a plus. If you're ready to work on cutting-edge data solutions in a fast-paced environment, apply today! Show more Show less","Data Governance, Data Pipelines, Data Quality, ETL, Python, SQL, Scala"
Data Engineer,System Soft Technologies,India,https://in.linkedin.com/jobs/view/data-engineer-at-system-soft-technologies-4133450245,"Data Engineer 100% REMOTE Min required: Basic knowledge of SF - should prepare data template, and then migrate to accounts, leads, opportunities without having someone handhold them. Should be proficient in data management - specifically the application of data. Understanding Data types whether optional, required, mast look up, field data types. Should profile / do some health checks and do clean ups of data, relational DB. Knowledge of SQL and also proficiency in using data loader and work bench. SQL queries, SF reports and Dashboards. Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems Work with management to prioritize business and information needs Locate and define new process improvement opportunities Requirements Proven working experience as a Data Analyst or Business Data Analyst Technical expertise regarding data models, database design development, data mining and segmentation techniques Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks) Show more Show less","ETL, Java, JavaScript, SQL"
Data Engineer - Data Engineering,Bristlecone,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-data-engineering-at-bristlecone-4096087415,"Job Description Role : Junior Python Developer Role Description Role played will be that of a Python Developer. Will be a good team player. Will learn the project functionality quickly and start the development as soon as possible. Will be a continuous learner of technology Will share his learning regarding the project functionality with the team. Will have good client facing skills and win client confidence as soon as possible. Will learn to use third party libraries for developing different features. Will be participating in peer reviews. Qualifications And Experience Should have at least 1 year in Python development experience. Must have worked on at least 1 project as a Python developer. Technical Skills Should be well versed with data structures. Should be well versed with OOPs concepts. Should be well versed with reading and writing files. Should be well versed with Error and Exception handling. Should be aware of the following modules of Python Standard Library Operating System Interface File Wildcards Command Line Arguments String Pattern Matching Dates and Times Internet Access Should be aware of the basic Python coding standards. Should be aware of using at least 2-3 third party libraries e.g. Django, Flask, Pyramid Behavioural And Soft Skills Proactive Quick Learner Good analytical and programming skills Teamwork Customer Sensitivity Excellent verbal and written communication Responsibilities QUALIFICATIONS About Us ABOUT US Bristlecone is the leading provider of AI-powered application transformation services for the connected supply chain. We empower our customers with speed, visibility, automation, and resiliency – to thrive on change. Our transformative solutions in Digital Logistics, Cognitive Manufacturing, Autonomous Planning, Smart Procurement and Digitalization are positioned around key industry pillars and delivered through a comprehensive portfolio of services spanning digital strategy, design and build, and implementation across a range of technology platforms. Bristlecone is ranked among the top ten leaders in supply chain services by Gartner. We are headquartered in San Jose, California, with locations across North America, Europe and Asia, and over 2,500 consultants. Bristlecone is part of the $19.4 billion Mahindra Group. Equal Opportunity Employer Bristlecone is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status . Information Security Responsibilities Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System. Take part in information security training and act while handling information. Report all suspected security and policy breach to InfoSec team or appropriate authority (CISO). Understand and adhere to the additional information security responsibilities as part of the assigned job role. Show more Show less",Python
Data Analyst,Recro,India,https://in.linkedin.com/jobs/view/data-analyst-at-recro-4124983969,"Role: Data Analyst Experience: 5 + years Skills: Power BI, SQL, Python Budget: 17 LPA Responsibilities Technical Expertise: Develop and maintain advanced Python scripts to support data processing, automation, and analytics workflows. Ensure robust data lineage practices across systems to track data origins, movements, and transformations. Utilize SQL for efficient data querying, transformation, and management. Create insightful data visualizations to communicate complex information to stakeholders. Business Acumen and Problem-Solving: Understand and analyze business needs to deliver effective technical solutions. Employ a pragmatic approach to problem-solving, ensuring swift and high-quality execution. Stakeholder Management: Collaborate with cross-functional teams and lead discussions to align technical solutions with business goals. Manage stakeholder expectations and influence large organizations to adopt innovative practices. Show more Show less","Data Lineage, Power BI, Python, SQL"
Data Engineer,Baker Hughes,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-at-baker-hughes-4136594461,"Are you passionate to work with the team to create state-of-the-art data and analytics driven solutions? Are you interested in driving business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Join our Data Engineering Team! The Data Engineering team helps solve our customers' toughest challenges; making flights safer, power cheaper, and oil & gas production safer for people and the environment by leveraging data and analytics. The Lead Data Engineer will work with the team to create state-of-the-art data and analytics driven solutions, working across Baker Hughes to drive business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Partner with the best As a Data Engineer, you will be part of a data engineering or cross-disciplinary team on commercially-facing development projects, typically involving large, complex data sets. These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and end users, working in concert with partners in Baker Hughes business units. Potential application areas include remote monitoring and diagnostics across infrastructure and industrial sectors, financial portfolio risk assessment, and operations optimization. As a Data Engineer, you will be responsible for: Performing a variety of data loads & data transformations. Working knowledge of methods for parsing, formatting, & transforming data into units consistent with analytical needs. Demonstrating proficiency in implementation of logical/physical data models that support MDM best practices. Performing integration of multiple data source-formats into master data load. Having Proficiency in the use of at least one ETL tool. Having good communication skills - both oral and written Identifying downstream implications of data loads/migration (e.g., data quality, regulatory, etc). Demonstrating skills in collaborating with different stakeholders, influencing decisions and an ability to take strategic view Fuel your passion To be successful in this role you will: Have a Bachelors Degree with minimum of 2 years of working experience. Have hands on experience working with database technologies, including ETL tools including Databricks Workflows using Pyspark / Python, and an ability to learn new technologies. Have good proficiency in writing and optimizing SQL queries and working with databases. Translates analytics problems into data requirements. Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data lineage & data profiling. Understands the technology landscape, up to date on current technology trends and new technology, brings new ideas to the team. Work in a way that works for you We recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns: Working remotely from home or any other work location Working with us Our people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other. Working for you Our inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we have to push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect: Contemporary work-life balance policies and wellbeing activities Comprehensive private medical care options Safety net of life insurance and disability programs Tailored financial programs Additional elected or voluntary benefits About Us: We are an energy technology company that provides solutions to energy and industrial customers worldwide. Built on a century of experience and conducting business in over 120 countries, our innovative technologies and services are taking energy forward – making it safer, cleaner and more efficient for people and the planet. Join Us: Are you seeking an opportunity to make a real difference in a company that values innovation and progress? Join us and become part of a team of people who will challenge and inspire you! Let’s come together and take energy forward. Baker Hughes Company is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law. R136396 Show more Show less","Data Lineage, Data Modeling, Data Quality, Databricks, ETL, Pyspark, Python, SQL, Spark"
Dataengineer_Deepanshi_TTP,CodersBrain,India,https://in.linkedin.com/jobs/view/dataengineer-deepanshi-ttp-at-codersbrain-4037170875,"Greetings from Coders Brain Technology Pvt. Ltd. Coders Brain is a global leader in its services, digital, and business solutions that partners with its clients to simplify, strengthen, and transform their businesses. We ensure the highest levels of certainty and satisfaction through a deep-set commitment to our clients, comprehensive industry expertise, and a global network of innovation and delivery centers. Location: Remote Position: Permanent with Coders Brain Technology Pvt. Ltd. Experience:3+ Years Notice Period: Immediate or 15 days Job Description Responsible for comparing two warehouse data, generating data QC reports. Good to have : Apache Spark or equivalent big data ETL tools, data quality jobs and optimisation of jobs with streaming data. If you're interested for above requirement, Please Share The Below-mentioned Details Current CTC: Expected CTC: Notice period: Current Company: Current Location: Preferred Location: Total-experience: Relevant experience: Highest qualification: DOJ(If Offer in Hand from Other company): Offer in hand: Also, send your updated CV, ASAP Skills: etl,data warehouse,mysql Show more Show less","Data Quality, ETL, MySQL, SQL, Spark"
Data Engineer II,Precision AQ,India,https://in.linkedin.com/jobs/view/data-engineer-ii-at-precision-aq-4085409809,"Position Summary The Data Engineer II is responsible for designing, developing and ensuring on-going quality management of processes and workflows (Data Pipeline, Analytics Platform, Product Delivery) built on our technology stack to support Precision products and/or applications involving data management and analytics across a range of healthcare information. In this role, they will work closely with our Product Management and Delivery teams to understand the needs of our clients (internal and external), the value proposition of our products and design/implement scalable technical solutions to deliver value to our clients. They will work under the guidance of the Sr Data Engineer and other leads. They will actively manage identification and justification of new data/analytics or automation opportunities for the products they support. Essential functions of the job include but are not limited to: Ability to translate business requirements into technical requirements Partner with SMEs to develop ad-hoc data queries and support tools Manage and improve monthly data operations processes for multiple product lines Active contributor on DevOps platforms to systematically manage code-base Take ownership of previously built solutions and support future enhancements Carry out existing and build new data ETLs for data management Manage continuous integration / continuous deploy (CI/CD) pipelines for dashboards and datasets for the organization ensuring change management and version control for data assets Conduct risk-based code reviews for solutions authored by our development partners Work with the Product Team to implement new application enhancements and features Interact with end users, internal users, development vendors, data analysts, and other engagement team members. Carry out internal dev tasks as delegated Work on automating various data loading as well as data validation tasks Qualifications Bachelor’s degree in engineering (B.E.) or in Technology (B. Tech.). Degree in computer science or related fields preferred. Minimum Required Minimum 2 years’ experience designing and reviewing complex data ecosystems with focus on data analysis systems including data warehousing, reporting, and strategic analytics 1+ years’ experience with cloud-based infrastructure (AWS, Azure, et al.), cloud database management (e.g., Redshift) Working Experience with Stored procedures preferably for ETL automation Other Required Fluency with SQL (Procedures), data warehousing, data analysis and experience with cloud based technology Fluency with code versioning systems/ tools – Git, and experience with CI/CD setups, preferably Azure DevOps (or any other) Experience in Life Sciences Experience leading technical discussions such as technology reviews Experience working in an onshore-offshore model Preferred Experience with the US Healthcare system and its key data sources. Experience with US Pharmaceutical Commercialization including Market Access or Commercial Operations Experience with Redshift Experience with Python Experience with an ETL tool or an ETL setup Any data provided as a part of this application will be stored in accordance with our Privacy Policy. For CA applicants, please also refer to our CA Privacy Notice. Precision Medicine Group is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, age, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law. © 2020 Precision Medicine Group, LLC If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact Precision Medicine Group at QuestionForHR@precisionmedicinegrp.com. It has come to our attention that some individuals or organizations are reaching out to job seekers and posing as potential employers presenting enticing employment offers. We want to emphasize that these offers are not associated with our company and may be fraudulent in nature. Please note that our organization will not extend a job offer without prior communication with our recruiting team, hiring managers and a formal interview process. Show more Show less","Azure DevOps, Data Warehousing, ETL, Python, SQL, Scala"
Data Engineer,Lingaro,India,https://in.linkedin.com/jobs/view/data-engineer-at-lingaro-4133858713,"Job Title: Data Engineer (MS Fabric)-Lead Consultant About Lingaro: Lingaro Group is the end-to-end data services partner to global brands and enterprises. We lead our clients through their data journey, from strategy through development to operations and adoption, helping them to realize the full value of their data. Since 2008, Lingaro has been recognized by clients and global research and advisory firms for innovation, technology excellence, and the consistent delivery of highest-quality data services. Our commitment to data excellence has created an environment that attracts the brightest global data talent to our team. Requirements: A bachelor's or master's degree in Computer Science, Information Systems, or a related field is typically required. Work commercial experience as a Data Engineer or a similar role. Proficiency in MS Fabric, Azure Data Factory, Azure Synapse Analytics, Azure Databricks. Extensive knowledge of MS Fabric components: Lakehouse, OneLake, Data Pipelines, Real-Time Analytics, Data warehouse, Power BI Integration, Semantic Models, Spark Jobs, Notebooks and Realtime Analytics, Dataflow Gen1 and Gen2, KQL. Integrate Fabric capabilities for seamless data flow, governance, and collaboration across teams. Strong understanding of Delta Lake, Parquet, and distributed data systems. Strong programming skills in Python, PySpark, Scala and Spark SQL/TSQL for data transformations. Excellent knowledge on Source control / Version Control along with CICD is a plus. Strong experience in implementation and management of lake House using Databricks and Azure Tech stack (ADLS Gen2, ADF, Azure SQL). Proficiency in data integration techniques, ETL processes and data pipeline architectures. Solid understanding of data processing techniques such as batch processing, real-time streaming, and data integration. Proficiency in working with relational and non-relational databases such as MSSQL, MySQL, PostgreSQL or Cassandra. Knowledge of data warehousing concepts and technologies like Redshift, Snowflake, or BigQuery is beneficial. Good knowledge of data storage architectures, including delta lakes, data warehouses, or distributed file systems Proficient in data modeling techniques and database optimization. Knowledge of query optimization, indexing, and performance tuning is necessary for efficient data retrieval and processing. Understanding of data security best practices and experience implementing data governance policies. Familiarity with data privacy regulations and compliance standards is a plus. Strong problem-solving abilities to identify and resolve issues related to data processing, storage, or infrastructure. Analytical mindset to analyze and interpret complex datasets for meaningful insights. Experience in designing and creating integration and unit test will be beneficial. Excellent communication skills to effectively collaborate with cross-functional teams, including data scientists, analysts, and business stakeholders. Ability to convey technical concepts to non-technical stakeholders in a clear and concise manner. A passion for staying updated with emerging technologies and industry trends in the field of big data engineering. Willingness to learn and adapt to new tools and techniques to enhance data processing, storage, and analysis capabilities. Proficient in database management systems such as SQL (Big Query is a must), NoSQL. Candidate should be able to design, configure, and manage databases to ensure optimal performance and reliability. Experience with data integration tools and techniques, such as ETL and ELT Candidate should be able to integrate data from multiple sources and transform it into a format that is suitable for analysis. Nice to Have: Certifications are an advantage. DP-600 (Fabric Analytics Engineer Associate) certification DP-700 (Microsoft Certified: Fabric Data Engineer Associate) DP-203 (Azure Data Engineer Associate) certification Databricks Associate/ Spark Developer Associate certification. Tasks: You will be a part of the team accountable for design, model and development of whole GCP data ecosystem for one of our Client’s (Cloud Storage, Cloud Functions, BigQuery) Involvement throughout the whole process starting with the gathering, analyzing, modelling, and documenting business/technical requirements will be needed. The role will include direct contact with clients. Designing and implementing data processing systems using Microsoft Fabric, Azure Data Analytics, Databricks and other distributed frameworks like Hadoop, Spark, Snowflake, Airflow, or other similar technologies. This involves writing efficient and scalable code to process, transform, and clean large volumes of structured and unstructured data. Building data pipelines to ingest data from various sources such as databases, APIs, or streaming platforms. Integrating and transforming data to ensure its compatibility with the target data model or format. Designing and optimizing data storage architectures, with One lake, data lakes, data warehouses, Serverless and any distributed file systems. Implementing techniques like partitioning, compression, or indexing to optimize data storage and retrieval. Identifying and resolving bottlenecks, tuning queries, and implementing caching strategies to enhance data retrieval speed and overall system efficiency. Designing and implementing data models that support efficient data storage, retrieval, and analysis. Collaborating with data scientists and analysts to understand their requirements and provide them with well-structured and optimized data for analysis and modeling purposes. Utilizing frameworks like Spark to perform distributed computing tasks, such as parallel processing, distributed data processing, or machine learning algorithms Implementing security measures to protect sensitive data and ensuring compliance with data privacy regulations. Establishing data governance practices to maintain data integrity, quality, and consistency. Identifying and resolving issues related to data processing, storage, or infrastructure. Monitoring system performance, identifying anomalies, and conducting root cause analysis to ensure smooth and uninterrupted data operations. Collaborating with cross-functional teams including data scientists, analysts, and business stakeholders to understand their requirements and provide technical solutions. Communicating complex technical concepts to non-technical stakeholders in a clear and concise manner. Independence and responsibility for delivering a solution Ability to work under Agile and Scrum development methodologies Staying updated with emerging technologies, tools, and techniques in the field of big data engineering. Exploring and recommending new technologies to enhance data processing, storage, and analysis capabilities. Train and mentor junior data engineers, providing guidance and knowledge transfer. Why join us: Stable employment. On the market since 2008, 1300+ talents currently on board in 7 global sites. 100% remote. Flexibility regarding working hours. Full-time position Comprehensive online onboarding program with a “Buddy” from day 1. Cooperation with top-tier engineers and experts. Unlimited access to the Udemy learning platform from day 1. Certificate training programs. Lingarians earn 500+ technology certificates yearly. Upskilling support. Capability development programs, Competency Centers, knowledge sharing sessions, community webinars, 110+ training opportunities yearly. Grow as we grow as a company. 76% of our managers are internal promotions. A diverse, inclusive, and values-driven community. Autonomy to choose the way you work. We trust your ideas. Create our community together. Refer your friends to receive bonuses. Activities to support your well-being and health. Plenty of opportunities to donate to charities and support the environment. Show more Show less","Azure Data Factory, Azure Databricks, Azure Synapse, Batch Processing, BigQuery, Cassandra, Cloud Storage, Data Governance, Data Lake, Data Modeling, Data Pipelines, Data Warehousing, Databricks, Delta Lake, ELT, ETL, Fabric, Lakehouse, Machine Learning, Microsoft Fabric, MySQL, Partitioning, PostgreSQL, Power BI, Pyspark, Python, SQL, Scala, Snowflake, Spark"
Data Engineer (DataBricks & Scala),Concentrix,India,https://in.linkedin.com/jobs/view/data-engineer-databricks-scala-at-concentrix-4121938423,"Job Description: Experience: 4 Years - 10 Years Job Location: Hyderabad/ Bengaluru/ Chennai/ Kolkata/ Mumbai/ Pune Work Mode: Remote (May be Hybrid later) Notice Period: Immediate to 1 week We are seeking a skilled Databricks Data Engineer with expertise in Scala to design, implement, and maintain scalable data solutions on the Databricks platform. The ideal candidate will have a strong background in data engineering, distributed computing, and cloud technologies, with a focus on leveraging Databricks and Apache Spark for data processing and analytics. The project in which the person will be assigned is a data engineering effort to support one of clients with timeseries data migration. Responsibilities: Design and Implementation : Develop and maintain robust data pipelines using Databricks Scala, ensuring efficient data processing and transformation. Data Modeling : Create and optimize data models to support analytical workloads and reporting needs. Collaboration : Work closely with cross-functional teams, including analysts, and business stakeholders, to deliver data-driven solutions that meet business objectives. Performance Optimization : Monitor and enhance the performance of existing data pipelines and applications, implementing best practices for scalability and efficiency. ETL Development : Design and implement ETL processes to extract, transform, and load data from various sources into Databricks. Automation : Utilize DevOps practices to automate deployment processes and monitor data pipelines for reliability. Documentation : Maintain clear documentation of data architecture, processes, and workflows to ensure knowledge sharing within the team. Skills & Qualifications: Programming Languages: Proficiency in Scala is required; experience with Python or SQL is a plus. Databricks Experience: Hands-on experience with the Databricks platform and Apache Spark for big data processing . Cloud Platforms: Strong knowledge of Azure in relation to data services. Distributed Computing: Understanding of distributed computing principles and big data technologies. Data Warehousing: Familiarity with data warehousing concepts and tools. Timeseries DB: Knowledge of timeseries DB like influx db Columnar Data store: Knowledge of columnar datastore like Apache Druid or Imply Polaris Bachelor’s or Master’s degree in Computer Science, Engineering, or a related field. 4+ years of experience in data engineering roles with a focus on Databricks and Scala development. Possess a strong understanding of data handling processes and demonstrate proficiency in data migration What we Offer: Growth opportunities for career advancement, including mentorship programs and training initiatives. Competitive compensation package Comprehensive benefits package, including health insurance, retirement plans, and wellness programs. Employee recognition programs to celebrate achievements and contributions. Work-life balance initiatives, including flexible work arrangements and paid time off for personal and family needs. Interested candidate kindly apply or share your resume to deeksha.sharma@concentrix.com Show more Show less","Data Modeling, Data Pipelines, Data Warehousing, Databricks, Druid, ETL, Python, SQL, Scala, Spark"
Data Engineer,Baker Hughes,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-baker-hughes-4136595408,"Are you passionate to work with the team to create state-of-the-art data and analytics driven solutions? Are you interested in driving business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Join our Data Engineering Team! The Data Engineering team helps solve our customers' toughest challenges; making flights safer, power cheaper, and oil & gas production safer for people and the environment by leveraging data and analytics. The Lead Data Engineer will work with the team to create state-of-the-art data and analytics driven solutions, working across Baker Hughes to drive business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Partner with the best As a Data Engineer, you will be part of a data engineering or cross-disciplinary team on commercially-facing development projects, typically involving large, complex data sets. These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and end users, working in concert with partners in Baker Hughes business units. Potential application areas include remote monitoring and diagnostics across infrastructure and industrial sectors, financial portfolio risk assessment, and operations optimization. As a Data Engineer, you will be responsible for: Performing a variety of data loads & data transformations. Working knowledge of methods for parsing, formatting, & transforming data into units consistent with analytical needs. Demonstrating proficiency in implementation of logical/physical data models that support MDM best practices. Performing integration of multiple data source-formats into master data load. Having Proficiency in the use of at least one ETL tool. Having good communication skills - both oral and written Identifying downstream implications of data loads/migration (e.g., data quality, regulatory, etc). Demonstrating skills in collaborating with different stakeholders, influencing decisions and an ability to take strategic view Fuel your passion To be successful in this role you will: Have a Bachelors Degree with minimum of 2 years of working experience. Have hands on experience working with database technologies, including ETL tools including Databricks Workflows using Pyspark / Python, and an ability to learn new technologies. Have good proficiency in writing and optimizing SQL queries and working with databases. Translates analytics problems into data requirements. Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data lineage & data profiling. Understands the technology landscape, up to date on current technology trends and new technology, brings new ideas to the team. Work in a way that works for you We recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns: Working remotely from home or any other work location Working with us Our people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other. Working for you Our inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we have to push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect: Contemporary work-life balance policies and wellbeing activities Comprehensive private medical care options Safety net of life insurance and disability programs Tailored financial programs Additional elected or voluntary benefits About Us: We are an energy technology company that provides solutions to energy and industrial customers worldwide. Built on a century of experience and conducting business in over 120 countries, our innovative technologies and services are taking energy forward – making it safer, cleaner and more efficient for people and the planet. Join Us: Are you seeking an opportunity to make a real difference in a company that values innovation and progress? Join us and become part of a team of people who will challenge and inspire you! Let’s come together and take energy forward. Baker Hughes Company is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law. R136396 Show more Show less","Data Lineage, Data Modeling, Data Quality, Databricks, ETL, Pyspark, Python, SQL, Spark"
Data Engineer II,Precision AQ,India,https://in.linkedin.com/jobs/view/data-engineer-ii-at-precision-aq-4114559843,"Position Summary The Data Engineer II is responsible for designing, developing and ensuring on-going quality management of processes and workflows (Data Pipeline, Analytics Platform, Product Delivery) built on our technology stack to support Precision products and/or applications involving data management and analytics across a range of healthcare information. In this role, they will work closely with our Product Management and Delivery teams to understand the needs of our clients (internal and external), the value proposition of our products and design/implement scalable technical solutions to deliver value to our clients. They will work under the guidance of the Sr Data Engineer and other leads. They will actively manage identification and justification of new data/analytics or automation opportunities for the products they support. Essential functions of the job include but are not limited to: Ability to translate business requirements into technical requirements Partner with SMEs to develop ad-hoc data queries and support tools Manage and improve monthly data operations processes for multiple product lines Active contributor on DevOps platforms to systematically manage code-base Take ownership of previously built solutions and support future enhancements Carry out existing and build new data ETLs for data management Manage continuous integration / continuous deploy (CI/CD) pipelines for dashboards and datasets for the organization ensuring change management and version control for data assets Conduct risk-based code reviews for solutions authored by our development partners Work with the Product Team to implement new application enhancements and features Interact with end users, internal users, development vendors, data analysts, and other engagement team members. Carry out internal dev tasks as delegated Work on automating various data loading as well as data validation tasks Qualifications Bachelor’s degree in engineering (B.E.) or in Technology (B. Tech.). Degree in computer science or related fields preferred. Minimum Required 2+ years’ experience with cloud-based infrastructure (AWS, Azure, et al.), cloud database management (e.g., Snowflake) Working Experience with Stored procedures preferably for ETL automation 1+ years of Data modelling and preferably being a data architect for complex data ecosystems Other Required Fluency with SQL (Procedures), data warehousing, data analysis and experience with cloud based technology Fluency with code versioning systems/ tools – Git, and experience with CI/CD setups, preferably Azure DevOps (or any other) Experience in Life Sciences Experience leading technical discussions such as technology reviews Experience working in an onshore-offshore model Preferred Experience with the US Healthcare system and its key data sources. Experience with US Pharmaceutical Commercialization including Market Access or Commercial Operations Experience with Redshift Experience with Python Experience with an ETL tool or an ETL setup Any data provided as a part of this application will be stored in accordance with our Privacy Policy. For CA applicants, please also refer to our CA Privacy Notice. Precision Medicine Group is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, age, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law. © 2020 Precision Medicine Group, LLC If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact Precision Medicine Group at QuestionForHR@precisionmedicinegrp.com. It has come to our attention that some individuals or organizations are reaching out to job seekers and posing as potential employers presenting enticing employment offers. We want to emphasize that these offers are not associated with our company and may be fraudulent in nature. Please note that our organization will not extend a job offer without prior communication with our recruiting team, hiring managers and a formal interview process. Show more Show less","Azure DevOps, Data Warehousing, ETL, Python, SQL, Scala, Snowflake"
Data Analyst,Leadenhall Analytics,India,https://in.linkedin.com/jobs/view/data-analyst-at-leadenhall-analytics-4138469055,"We are seeking a highly skilled and experienced Data Analyst to join our dynamic team in a remote capacity. The ideal candidate will have a strong background in data analysis, with expertise in Advanced Excel and VBA . This role involves transforming data into actionable insights that will drive business decisions. The Data Analyst will be responsible for creating automated reports, building Excel models, and supporting data-driven decision-making processes. Knowledge of SQL and Power BI would be advantageous. Responsibilities: Design, develop, and maintain Excel-based reports, dashboards, and models using advanced formulas, pivot tables, and VBA macros for automation. Automate data processing and reporting tasks using VBA , reducing manual workload and improving efficiency. Analyse data trends and patterns to provide insights that support business strategies and decision-making. Ensure data accuracy and integrity in all reporting and analysis. Collaborate with stakeholders to understand their needs and deliver tailored data-driven solutions. Support integration of Excel models with SQL databases and Power BI dashboards where applicable. Qualifications: 0-2 years of relevant work experience in data analysis or a related field. Strong proficiency in Advanced Excel (including pivot tables, VLOOKUP, INDEX/MATCH, array formulas, Power Query). Expertise in VBA for automating reports, creating macros, and optimizing Excel-based processes. Knowledge of SQL (querying and extracting data from databases) and Power BI for data visualization is advantageous. Strong analytical and problem-solving skills, with the ability to interpret and present complex data effectively. Bachelor’s degree in Computer Science, Information Technology, Data Science, Mathematics, Business Analytics, or a related field . Ability to work independently in a fully remote environment and manage time effectively. Strong communication skills, both written and verbal, with the ability to convey complex data in a clear and concise manner. We want to ensure that all applicants have a fair and equal chance, so we’re doing an initial assessment to minimize unconscious bias in our hiring process. Successful candidates will be invited to a job interview. Ready to join our team? Start by clicking the ""Apply"" link above. Show more Show less","Power BI, Ray, SQL"
